Код дилера;Сервисный код дилера;;;Код SAP площадки;;Контрагент;;Модель;Код модели;Год производства;Рабочий объем;Тип двигателя;Стоимость работ;;;;;;Стоимость запчастей;;;;;;Стоимость запчастей PL-2;;;Итого - ремонт;;;;;;Итого - PL-2 ремонт;;
RC297;00967;;;C40AF00967;;Октан-В;;Veloster;FS;2011 - 2016;1.6;Бензиновый;2600,00;3600,00;2800,00;4400,00;2600,00;3600,00;7000,00;8000,00;5600,00;11600,00;5600,00;6600,00;3200,00;3200,00;3200,00;9600,00;11600,00;8400,00;16000,00;8200,00;10200,00;7600,00;5800,00;6800,00
RC297;00967;;;C40AF00967;;Октан-В;;Veloster;FS;2011 - 2016;1.6T GDI;Бензиновый;2600,00;3600,00;2800,00;4400,00;2600,00;3600,00;7000,00;8000,00;5600,00;11600,00;5600,00;6600,00;3200,00;3200,00;3200,00;9600,00;11600,00;8400,00;16000,00;8200,00;10200,00;7600,00;5800,00;6800,00
RC297;00967;;;C40AF00967;;Октан-В;;Sonata;LF;2017 - 2019;2.0;Бензиновый;2800,00;3600,00;2800,00;4400,00;2800,00;3600,00;7300,00;8400,00;6600,00;10800,00;6600,00;8000,00;500,00;500,00;500,00;10100,00;12000,00;9400,00;15200,00;9400,00;11600,00;4900,00;3300,00;4100,00
RC297;00967;;;C40AF00967;;Октан-В;;Sonata;LF;2017 - 2019;2.4 GDi;Бензиновый;2800,00;3600,00;2800,00;4400,00;2800,00;3600,00;8000,00;9000,00;7500,00;11300,00;7200,00;8000,00;500,00;500,00;500,00;10800,00;12600,00;10300,00;15700,00;10000,00;11600,00;4900,00;3300,00;4100,00
RC297;00967;;;C40AF00967;;Октан-В;;Sonata;DN8;2020 -;2.0;Бензиновый;;;;;;;;;;;;;;;;;;;;;;;;
RC297;00967;;;C40AF00967;;Октан-В;;Sonata;DN8;2020 -;2.5;Бензиновый;;;;;;;;;;;;;;;;;;;;;;;;
RC297;00967;;;C40AF00967;;Октан-В;;i40;VF;2011 - 2017;1.6;Бензиновый;2800,00;3600,00;2800,00;4400,00;2800,00;3600,00;7300,00;8400,00;6600,00;10800,00;6600,00;8000,00;3200,00;2400,00;3200,00;10100,00;12000,00;9400,00;15200,00;9400,00;11600,00;7600,00;5200,00;6800,00
RC297;00967;;;C40AF00967;;Октан-В;;i40;VF;2011 - 2017;2.0;Бензиновый;2800,00;3600,00;2800,00;4400,00;2800,00;3600,00;7300,00;8400,00;6600,00;10800,00;6600,00;8000,00;3200,00;2400,00;3200,00;10100,00;12000,00;9400,00;15200,00;9400,00;11600,00;7600,00;5200,00;6800,00
RC297;00967;;;C40AF00967;;Октан-В;;i40;VF;2011 - 2017;1.7;Дизельный;2800,00;3600,00;2800,00;4400,00;2800,00;3600,00;8000,00;9000,00;7500,00;11300,00;7200,00;8000,00;3200,00;2400,00;3200,00;10800,00;12600,00;10300,00;15700,00;10000,00;11600,00;7600,00;5200,00;6800,00
RC297;00967;;;C40AF00967;;Октан-В;;Creta;GSr;2016 -;1.6;Бензиновый;3200,00;4200,00;3200,00;5100,00;3200,00;4200,00;6000,00;10200,00;5500,00;11200,00;5200,00;12400,00;280,00;280,00;280,00;9200,00;14400,00;8700,00;16300,00;8400,00;16600,00;5380,00;3480,00;4480,00
RC297;00967;;;C40AF00967;;Октан-В;;Creta;GSr;2016 -;2.0;Бензиновый;3200,00;4200,00;3200,00;5100,00;3200,00;4200,00;6000,00;7200,00;5500,00;8200,00;5200,00;6200,00;280,00;280,00;280,00;9200,00;11400,00;8700,00;13300,00;8400,00;10400,00;5380,00;3480,00;4480,00
RC297;00967;;;C40AF00967;;Октан-В;;ix35;Ele;2010 - 2015;2.0;Бензиновый;3200,00;4200,00;3200,00;5000,00;3200,00;4200,00;7500,00;10500,00;6200,00;9900,00;6200,00;8600,00;5300,00;3600,00;4300,00;10700,00;14700,00;9400,00;14900,00;9400,00;12800,00;10300,00;6800,00;8500,00
RC297;00967;;;C40AF00967;;Октан-В;;ix35;Ele;2010 - 2015;2.0;Дизельный;3200,00;4200,00;3200,00;4200,00;3200,00;4200,00;8600,00;12000,00;7800,00;10600,00;8000,00;10500,00;5200,00;3200,00;5200,00;11800,00;16200,00;11000,00;14800,00;11200,00;14700,00;9400,00;6400,00;9400,00
RC297;00967;;;C40AF00967;;Октан-В;;Tucson;TLe;2015 -;2.0;Бензиновый;3200,00;4200,00;3200,00;5000,00;3200,00;4200,00;7200,00;8000,00;6000,00;9200,00;5800,00;6600,00;3400,00;3400,00;3400,00;10400,00;12200,00;9200,00;14200,00;9000,00;10800,00;8400,00;6600,00;7600,00
RC297;00967;;;C40AF00967;;Октан-В;;Tucson;TLe;2015 -;1.6T GDI;Бензиновый;3200,00;4200,00;3200,00;5000,00;3200,00;4200,00;7600,00;8200,00;6600,00;9200,00;6200,00;7200,00;3400,00;3400,00;3400,00;10800,00;12400,00;9800,00;14200,00;9400,00;11400,00;8400,00;6600,00;7600,00
RC297;00967;;;C40AF00967;;Октан-В;;Tucson;TLe;2015 -;2.0;Дизельный;3200,00;4200,00;3200,00;4200,00;3200,00;4200,00;10000,00;15500,00;9500,00;14500,00;9000,00;14000,00;2800,00;2800,00;2800,00;13200,00;19700,00;12700,00;18700,00;12200,00;18200,00;7000,00;6000,00;7000,00
RC297;00967;;;C40AF00967;;Октан-В;;Tucson;TLe;2015 -;2.4;Бензиновый;3200,00;4200,00;3200,00;4200,00;3200,00;4200,00;7600,00;8200,00;6600,00;9200,00;6200,00;7200,00;3400,00;3400,00;3400,00;10800,00;12400,00;9800,00;13400,00;9400,00;11400,00;7600,00;6600,00;7600,00
RC297;00967;;;C40AF00967;;Октан-В;;Santa Fe;CM;2006 - 2012;2.4;Бензиновый;3200,00;4400,00;3200,00;5000,00;3200,00;4400,00;7600,00;11000,00;6200,00;9600,00;6000,00;8800,00;5800,00;2800,00;4600,00;10800,00;15400,00;9400,00;14600,00;9200,00;13200,00;10800,00;6000,00;9000,00
RC297;00967;;;C40AF00967;;Октан-В;;Santa Fe;CM;2006 - 2012;2.2;Дизельный;3200,00;4400,00;3200,00;4400,00;3200,00;4400,00;10500,00;14200,00;8800,00;11500,00;8500,00;11200,00;5800,00;3700,00;5800,00;13700,00;18600,00;12000,00;15900,00;11700,00;15600,00;10200,00;6900,00;10200,00
RC297;00967;;;C40AF00967;;Октан-В;;Santa Fe;DM;2012 - 2018;2.4;Бензиновый;3200,00;4400,00;3200,00;5000,00;3200,00;4400,00;7600,00;11000,00;6200,00;9600,00;6000,00;8800,00;5800,00;2800,00;4600,00;10800,00;15400,00;9400,00;14600,00;9200,00;13200,00;10800,00;6000,00;9000,00
RC297;00967;;;C40AF00967;;Октан-В;;Santa Fe;DM;2012 - 2018;2.2;Дизельный;3200,00;4400,00;3200,00;4400,00;3200,00;4400,00;13000,00;14200,00;11500,00;11500,00;8500,00;11200,00;5800,00;3700,00;5800,00;16200,00;18600,00;14700,00;15900,00;11700,00;15600,00;10200,00;6900,00;10200,00
RC297;00967;;;C40AF00967;;Октан-В;;Santa Fe;TM;2019 -;3.5;Бензиновый;3200,00;4400,00;3200,00;5000,00;3200,00;4400,00;7600,00;10500,00;6500,00;11500,00;6200,00;9200,00;280,00;280,00;280,00;10800,00;14900,00;9700,00;16500,00;9400,00;13600,00;5280,00;3480,00;4680,00
RC297;00967;;;C40AF00967;;Октан-В;;Santa Fe;TM;2019 -;2.2;Дизельный;3200,00;4400,00;3200,00;4400,00;3200,00;4400,00;11500,00;16600,00;11000,00;15200,00;9000,00;15200,00;1200,00;1200,00;1200,00;14700,00;21000,00;14200,00;19600,00;12200,00;19600,00;5600,00;4400,00;5600,00
RC297;00967;;;C40AF00967;;Октан-В;;Santa Fe;TM;2019 -;2.4;Бензиновый;3200,00;4400,00;3200,00;5000,00;3200,00;4400,00;7600,00;11000,00;6200,00;9600,00;6000,00;8800,00;5800,00;2800,00;4600,00;10800,00;15400,00;9400,00;14600,00;9200,00;13200,00;10800,00;6000,00;9000,00
RC297;00967;;;C40AF00967;;Октан-В;;Grand Santa Fe;NC;2012 - 2018;3.3;Бензиновый;3200,00;4400,00;3200,00;5000,00;3200,00;4400,00;7600,00;11000,00;6200,00;9600,00;6000,00;8800,00;5800,00;2800,00;4600,00;10800,00;15400,00;9400,00;14600,00;9200,00;13200,00;10800,00;6000,00;9000,00
RC297;00967;;;C40AF00967;;Октан-В;;Grand Santa Fe;NC;2012 - 2018;2.4 GDI;Бензиновый;3200,00;4400,00;3200,00;5000,00;3200,00;4400,00;7600,00;11000,00;6200,00;9600,00;6000,00;8800,00;5800,00;2800,00;4600,00;10800,00;15400,00;9400,00;14600,00;9200,00;13200,00;10800,00;6000,00;9000,00
RC297;00967;;;C40AF00967;;Октан-В;;Grand Santa Fe;NC;2012 - 2018;2.2;Дизельный;3200,00;4400,00;3200,00;4400,00;3200,00;4400,00;11500,00;16600,00;11000,00;15200,00;9000,00;15200,00;1200,00;1200,00;1200,00;14700,00;21000,00;14200,00;19600,00;12200,00;19600,00;5600,00;4400,00;5600,00
RC297;00967;;;C40AF00967;;Октан-В;;H1;TQ;2007 -;2.4;Бензиновый;3200,00;4200,00;3200,00;5000,00;3200,00;4200,00;7000,00;12200,00;6000,00;8000,00;6000,00;6800,00;4000,00;2600,00;4000,00;10200,00;16400,00;9200,00;13000,00;9200,00;11000,00;9000,00;5800,00;8200,00
RC297;00967;;;C40AF00967;;Октан-В;;H1;TQ;2007 -;2.5;Дизельный;3200,00;4200,00;3200,00;4200,00;3200,00;4200,00;9600,00;13000,00;8800,00;11200,00;8200,00;11200,00;6600,00;5600,00;5600,00;12800,00;17200,00;12000,00;15400,00;11400,00;15400,00;10800,00;8800,00;9800,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Solaris;HCR;2017 -;1.4;Бензиновый;4080,00;5430,00;4080,00;6780,00;4080,00;5430,00;5806,50;6402,50;5806,50;11899,50;5806,50;9374,50;;;;9886,50;11832,50;9886,50;18679,50;9886,50;14804,50;6780,00;4080,00;5430,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Solaris;HCR;2017 -;1.6;Бензиновый;4080,00;5430,00;4080,00;6780,00;4080,00;5430,00;5806,50;9374,50;5806,50;11899,50;5806,50;9374,50;;;;9886,50;14804,50;9886,50;18679,50;9886,50;14804,50;6780,00;4080,00;5430,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Solaris;RBR;2011 - 2016;1.4;Бензиновый;4080,00;5430,00;4080,00;6780,00;4080,00;5430,00;5846,50;8496,50;5846,50;10013,00;5846,50;8506,50;;;;9926,50;13926,50;9926,50;16793,00;9926,50;13936,50;6780,00;4080,00;5430,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Solaris;RBR;2011 - 2016;1.6;Бензиновый;4080,00;5430,00;4080,00;6780,00;4080,00;5430,00;5846,50;8496,50;5846,50;10013,00;5846,50;8506,50;;;;9926,50;13926,50;9926,50;16793,00;9926,50;13936,50;6780,00;4080,00;5430,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;i30;Gde;2012 - 2017;1.4;Бензиновый;4500,00;6000,00;4500,00;7200,00;4500,00;6300,00;6812,00;9673,50;7333,50;11600,50;7333,50;9631,50;10049,52;6384,72;8724,72;11312,00;15673,50;11833,50;18800,50;11833,50;15931,50;17249,52;10884,72;15024,72
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;i30;Gde;2012 - 2017;1.6;Бензиновый;4500,00;6000,00;4500,00;7200,00;4500,00;6300,00;6812,00;9673,50;7333,50;11600,50;7333,50;9631,50;10049,52;6384,72;8724,72;11312,00;15673,50;11833,50;18800,50;11833,50;15931,50;17249,52;10884,72;15024,72
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;i30;PDe;2017 -;1.4;Бензиновый;;;;;;;;;;;;;;;;;;;;;;;;
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;i30;PDe;2017 -;1.6;Бензиновый;;;;;;;;;;;;;;;;;;;;;;;;
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;i30n;PDeN;2018 -;2.0;Бензиновый;;;;;;;;;;;;;;;;;;;;;;;;
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Elantra;MD;2011 - 2016;1.6;Бензиновый;;;;;;;;;;;;;;;;;;;;;;;;
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Elantra;MD;2011 - 2016;1.8;Бензиновый;;;;;;;;;;;;;;;;;;;;;;;;
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Elantra;AD;2016 -;1.6;Бензиновый;4500,00;4500,00;4500,00;7200,00;4500,00;6000,00;6893,50;9743,50;6893,50;15706,90;7333,50;9913,50;;;;11393,50;14243,50;11393,50;22906,90;11833,50;15913,50;7200,00;4500,00;6000,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Elantra;AD;2016 -;2.0;Бензиновый;4500,00;6000,00;4500,00;7200,00;4500,00;6000,00;7273,00;7873,00;7273,00;14106,40;7273,00;7873,00;;;;11773,00;13873,00;11773,00;21306,40;11773,00;13873,00;7200,00;4500,00;6000,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Veloster;FS;2011 - 2016;1.6;Бензиновый;4500,00;6000,00;4500,00;7200,00;4500,00;6000,00;6237,50;8817,50;6237,50;10940,00;6237,50;8817,50;;;;10737,50;14817,50;10737,50;18140,00;10737,50;14817,50;7200,00;4500,00;6000,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Veloster;FS;2011 - 2016;1.6T GDI;Бензиновый;4500,00;6000,00;4500,00;7200,00;4500,00;6000,00;6237,50;8817,50;5716,00;10419,00;5716,00;8817,50;;;;10737,50;14817,50;10216,00;17619,00;10216,00;14817,50;7200,00;4500,00;6000,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Sonata;LF;2017 - 2019;2.0;Бензиновый;4500,00;5700,00;4500,00;7200,00;4500,00;6000,00;8269,20;8869,20;8269,20;16812,20;8269,20;8869,20;;;;12769,20;14569,20;12769,20;24012,20;12769,20;14869,20;7200,00;4500,00;6000,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Sonata;LF;2017 - 2019;2.4 GDi;Бензиновый;4500,00;6000,00;4500,00;7200,00;4500,00;6000,00;8269,20;8869,20;8269,20;20860,20;8269,20;8869,20;;;;12769,20;14869,20;12769,20;28060,20;12769,20;14869,20;7200,00;4500,00;6000,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Sonata;DN8;2020 -;2.0;Бензиновый;4500,00;5700,00;4500,00;7200,00;4500,00;6000,00;8269,20;8869,20;8269,20;16812,20;8269,20;8869,20;;;;12769,20;14569,20;12769,20;24012,20;12769,20;14869,20;7200,00;4500,00;6000,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Sonata;DN8;2020 -;2.5;Бензиновый;;;;;;;;;;;;;;;;;;;;;;;;
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;i40;VF;2011 - 2017;1.6;Бензиновый;4500,00;6000,00;4500,00;7200,00;4500,00;6000,00;7835,00;8435,00;7835,00;11945,00;7835,00;8435,00;;;;12335,00;14435,00;12335,00;19145,00;12335,00;14435,00;7200,00;4500,00;6000,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;i40;VF;2011 - 2017;2.0;Бензиновый;4500,00;6000,00;4500,00;7200,00;4500,00;6000,00;7492,00;8092,00;7492,00;10215,00;7492,00;8092,00;10215,00;7492,00;8092,00;11992,00;14092,00;11992,00;17415,00;11992,00;14092,00;17415,00;11992,00;14092,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;i40;VF;2011 - 2017;1.7;Дизельный;4500,00;6000,00;4500,00;6000,00;4500,00;6000,00;8809,70;12036,98;8809,70;12036,98;8809,70;12036,98;12036,98;8809,70;12036,98;13309,70;18036,98;13309,70;18036,98;13309,70;18036,98;18036,98;13309,70;18036,98
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Creta;GSr;2016 -;1.6;Бензиновый;5400,00;7200,00;5400,00;8400,00;5400,00;7200,00;6141,40;9709,40;6141,40;11881,40;6141,40;9709,40;;;;11541,40;16909,40;11541,40;20281,40;11541,40;16909,40;8400,00;5400,00;7200,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Creta;GSr;2016 -;2.0;Бензиновый;5400,00;7200,00;5400,00;8400,00;5400,00;7200,00;6141,40;9709,40;6141,40;11881,40;6141,40;9709,40;;;;11541,40;16909,40;11541,40;20281,40;11541,40;16909,40;8400,00;5400,00;7200,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;ix35;Ele;2010 - 2015;2.0;Бензиновый;6450,00;8250,00;6450,00;9450,00;6450,00;8250,00;7076,00;9685,00;7076,00;11713,00;7076,00;9685,00;10045,00;6180,00;8789,00;13526,00;17935,00;13526,00;21163,00;13526,00;17935,00;19495,00;12630,00;17039,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;ix35;Ele;2010 - 2015;2.0;Дизельный;6450,00;8250,00;6450,00;8250,00;6450,00;8250,00;9706,00;14075,00;9706,00;14075,00;9706,00;14075,00;12883,00;9706,00;12883,00;16156,00;22325,00;16156,00;22325,00;16156,00;22325,00;21133,00;16156,00;21133,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Tucson;TLe;2015 -;2.0;Бензиновый;6450,00;8250,00;6450,00;8250,00;6450,00;8250,00;7374,00;7974,00;7374,00;10641,00;7374,00;7974,00;;;;13824,00;16224,00;13824,00;18891,00;13824,00;16224,00;8250,00;6450,00;8250,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Tucson;TLe;2015 -;1.6T GDI;Бензиновый;6450,00;8250,00;6450,00;8250,00;6450,00;8250,00;7753,00;8353,00;7753,00;10399,00;7753,00;8353,00;;;;14203,00;16603,00;14203,00;18649,00;14203,00;16603,00;8250,00;6450,00;8250,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Tucson;TLe;2015 -;2.0;Дизельный;6450,00;8250,00;6450,00;8250,00;6450,00;8250,00;11295,00;16589,00;11295,00;16589,00;11295,00;16589,00;;;;17745,00;24839,00;17745,00;24839,00;17745,00;24839,00;8250,00;6450,00;8250,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Tucson;TLe;2015 -;2.4;Бензиновый;;;;;;;;;;;;;;;;;;;;;;;;
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Santa Fe;CM;2006 - 2012;2.4;Бензиновый;6450,00;8250,00;6450,00;9450,00;6450,00;8250,00;7037,00;9949,00;7037,00;13081,00;7037,00;9949,00;;;;13487,00;18199,00;13487,00;22531,00;13487,00;18199,00;9450,00;6450,00;8250,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Santa Fe;CM;2006 - 2012;2.2;Дизельный;6450,00;8250,00;6450,00;9450,00;6450,00;8250,00;9185,00;12412,00;9185,00;12412,00;9185,00;12412,00;;;;15635,00;20662,00;15635,00;21862,00;15635,00;20662,00;9450,00;6450,00;8250,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Santa Fe;DM;2012 - 2018;2.4;Бензиновый;6450,00;8250,00;6450,00;9450,00;6450,00;8250,00;8688,00;13956,00;8688,00;15984,00;8688,00;13956,00;13692,00;7438,00;12706,00;15138,00;22206,00;15138,00;25434,00;15138,00;22206,00;23142,00;13888,00;20956,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Santa Fe;DM;2012 - 2018;2.2;Дизельный;6450,00;8250,00;6450,00;8250,00;6450,00;8250,00;10823,00;14284,00;10823,00;14284,00;10823,00;14284,00;12639,00;7438,00;12639,00;17273,00;22534,00;17273,00;22534,00;17273,00;22534,00;20889,00;13888,00;20889,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Santa Fe;TM;2019 -;3.5;Бензиновый;;;;;;;;;;;;;;;;;;;;;;;;
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Santa Fe;TM;2019 -;2.2;Дизельный;6450,00;8250,00;6450,00;8250,00;6450,00;8250,00;11856,00;16482,00;11856,00;16482,00;11856,00;16482,00;;;;18306,00;24732,00;18306,00;24732,00;18306,00;24732,00;8250,00;6450,00;8250,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Santa Fe;TM;2019 -;2.4;Бензиновый;5400,00;7200,00;5400,00;7200,00;5400,00;7200,00;8677,00;9277,00;8677,00;11500,00;8677,00;13956,00;;;;14077,00;16477,00;14077,00;18700,00;14077,00;21156,00;7200,00;5400,00;7200,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Grand Santa Fe;NC;2012 - 2018;3.3;Бензиновый;;;;;;;;;;;;;;;;;;;;;;;;
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Grand Santa Fe;NC;2012 - 2018;2.4 GDI;Бензиновый;6450,00;8250,00;6450,00;9450,00;6450,00;8250,00;9020,00;9620,00;9020,00;11648,00;9020,00;9620,00;;;;15470,00;17870,00;15470,00;21098,00;15470,00;17870,00;9450,00;6450,00;8250,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;Grand Santa Fe;NC;2012 - 2018;2.2;Дизельный;6450,00;8250,00;6450,00;8250,00;6450,00;8250,00;10823,00;14284,00;10823,00;14284,00;10823,00;14284,00;;;;17273,00;22534,00;17273,00;22534,00;17273,00;22534,00;8250,00;6450,00;8250,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;H1;TQ;2007 -;2.4;Бензиновый;6450,00;8250,00;6450,00;9450,00;6450,00;8250,00;7627,00;12031,00;7627,00;13958,00;7627,00;12031,00;;;;14077,00;20281,00;14077,00;23408,00;14077,00;20281,00;9450,00;6450,00;8250,00
RC426;01101;;;C40AF01101;;Авторусь Мытищи;;H1;TQ;2007 -;2.5;Дизельный;6450,00;8250,00;6450,00;8250,00;6450,00;8250,00;11619,00;12219,00;11619,00;12219,00;11619,00;12219,00;;;;18069,00;20469,00;18069,00;20469,00;18069,00;20469,00;8250,00;6450,00;8250,00
RC231;00332;;;C40AF00332;;Акцент-Авто;;Solaris;HCR;2017 -;1.4;Бензиновый;2590,00;3515,00;2590,00;4440,00;2590,00;3515,00;7154,00;7944,00;7154,00;10865,00;7154,00;7944,00;9778,50;6438,60;7149,60;9744,00;11459,00;9744,00;15305,00;9744,00;11459,00;14218,50;9028,60;10664,60
RC231;00332;;;C40AF00332;;Акцент-Авто;;Solaris;HCR;2017 -;1.6;Бензиновый;2590,00;3515,00;2590,00;4440,00;2590,00;3515,00;7159,00;10237,00;7159,00;13158,00;7159,00;10237,00;11842,20;6443,10;9213,30;9749,00;13752,00;9749,00;17598,00;9749,00;13752,00;16282,20;9033,10;12728,30
RC231;00332;;;C40AF00332;;Акцент-Авто;;Solaris;RBR;2011 - 2016;1.4;Бензиновый;2590,00;3515,00;2590,00;4440,00;2590,00;3515,00;7109,00;10187,00;7109,00;12533,00;7109,00;10187,00;11279,70;6398,10;9168,30;9699,00;13702,00;9699,00;16973,00;9699,00;13702,00;15719,70;8988,10;12683,30
RC231;00332;;;C40AF00332;;Акцент-Авто;;Solaris;RBR;2011 - 2016;1.6;Бензиновый;2590,00;3515,00;2590,00;4440,00;2590,00;3515,00;7109,00;10187,00;7109,00;12533,00;7109,00;10187,00;11279,70;6398,10;9168,30;9699,00;13702,00;9699,00;16973,00;9699,00;13702,00;15719,70;8988,10;12683,30
RC231;00332;;;C40AF00332;;Акцент-Авто;;i30;Gde;2012 - 2017;1.4;Бензиновый;2590,00;3515,00;2590,00;4440,00;2590,00;3515,00;8830,00;11908,00;8830,00;15000,00;8830,00;11908,00;13500,00;7947,00;10717,20;11420,00;15423,00;11420,00;19440,00;11420,00;15423,00;17940,00;10537,00;14232,20
RC231;00332;;;C40AF00332;;Акцент-Авто;;i30;Gde;2012 - 2017;1.6;Бензиновый;2590,00;3515,00;2590,00;4440,00;2590,00;3515,00;8830,00;11908,00;8830,00;15000,00;8830,00;11908,00;13500,00;7947,00;10717,20;11420,00;15423,00;11420,00;19440,00;11420,00;15423,00;17940,00;10537,00;14232,20
RC231;00332;;;C40AF00332;;Акцент-Авто;;i30;PDe;2017 -;1.4;Бензиновый;2590,00;3515,00;2590,00;4255,00;2590,00;3515,00;8830,00;11908,00;8830,00;15000,00;8830,00;11908,00;13500,00;7947,00;10717,20;11420,00;15423,00;11420,00;19255,00;11420,00;15423,00;17755,00;10537,00;14232,20
RC231;00332;;;C40AF00332;;Акцент-Авто;;i30;PDe;2017 -;1.6;Бензиновый;2590,00;3515,00;2590,00;4255,00;2590,00;3515,00;8830,00;11908,00;8830,00;15000,00;8830,00;11908,00;13500,00;7947,00;10717,20;11420,00;15423,00;11420,00;19255,00;11420,00;15423,00;17755,00;10537,00;14232,20
RC231;00332;;;C40AF00332;;Акцент-Авто;;i30n;PDeN;2018 -;2.0;Бензиновый;2590,00;3515,00;2590,00;4255,00;2590,00;3515,00;8830,00;11908,00;8830,00;15000,00;8830,00;11908,00;13500,00;7947,00;10717,20;11420,00;15423,00;11420,00;19255,00;11420,00;15423,00;17755,00;10537,00;14232,20
RC231;00332;;;C40AF00332;;Акцент-Авто;;Elantra;MD;2011 - 2016;1.6;Бензиновый;2590,00;3515,00;2590,00;4440,00;2590,00;3515,00;9315,00;12343,00;9315,00;14849,00;9315,00;12343,00;13364,10;8383,50;11108,70;11905,00;15858,00;11905,00;19289,00;11905,00;15858,00;17804,10;10973,50;14623,70
RC231;00332;;;C40AF00332;;Акцент-Авто;;Elantra;MD;2011 - 2016;1.8;Бензиновый;2590,00;3515,00;2590,00;4440,00;2590,00;3515,00;9315,00;12343,00;9315,00;14849,00;9315,00;12343,00;13364,10;8383,50;11108,70;11905,00;15858,00;11905,00;19289,00;11905,00;15858,00;17804,10;10973,50;14623,70
RC231;00332;;;C40AF00332;;Акцент-Авто;;Elantra;AD;2016 -;1.6;Бензиновый;2590,00;3515,00;2590,00;4440,00;2590,00;3515,00;8363,00;11440,00;8363,00;15199,00;8363,00;11440,00;13679,10;7526,70;10296,00;10953,00;14955,00;10953,00;19639,00;10953,00;14955,00;18119,10;10116,70;13811,00
RC231;00332;;;C40AF00332;;Акцент-Авто;;Elantra;AD;2016 -;2.0;Бензиновый;2590,00;3515,00;2590,00;4440,00;2590,00;3515,00;9243,00;14165,00;9243,00;17923,00;9243,00;14165,00;16130,70;8318,70;12748,50;11833,00;17680,00;11833,00;22363,00;11833,00;17680,00;20570,70;10908,70;16263,50
RC231;00332;;;C40AF00332;;Акцент-Авто;;Veloster;FS;2011 - 2016;1.6;Бензиновый;2590,00;3515,00;2590,00;4255,00;2590,00;3515,00;7546,00;11118,00;7546,00;13603,00;7546,00;11118,00;12242,70;6791,40;10006,20;10136,00;14633,00;10136,00;17858,00;10136,00;14633,00;16497,70;9381,40;13521,20
RC231;00332;;;C40AF00332;;Акцент-Авто;;Veloster;FS;2011 - 2016;1.6T GDI;Бензиновый;2590,00;3515,00;2590,00;4255,00;2590,00;3515,00;7453,00;15235,00;7453,00;17799,00;7453,00;15235,00;16019,10;6707,70;13711,50;10043,00;18750,00;10043,00;22054,00;10043,00;18750,00;20274,10;9297,70;17226,50
RC231;00332;;;C40AF00332;;Акцент-Авто;;Sonata;LF;2017 - 2019;2.0;Бензиновый;2590,00;3515,00;2590,00;4255,00;2590,00;3515,00;10136,00;10926,00;10136,00;14684,00;10136,00;10926,00;13215,60;9122,40;9833,40;12726,00;14441,00;12726,00;18939,00;12726,00;14441,00;17470,60;11712,40;13348,40
