Код дилера;Сервисный код дилера;;;Код SAP площадки;;Контрагент;;Модель;Код модели;Год производства;Рабочий объем;Тип двигателя;Стоимость работ;;;;;;Стоимость запчастей;;;;;;Стоимость запчастей PL-2;;;Итого - ремонт;;;;;;Итого - PL-2 ремонт;;
RC538;00233;;;C40AF00233;;Мега-Авто Бухарестская;;H1;TQ;2007 -;2.5;Дизельный;4590,00;6210,00;4590,00;6210,00;4590,00;6210,00;11108,13;13985,17;11108,13;13985,17;11108,13;14229,99;13985,17;11108,13;14229,99;15698,13;20195,17;15698,13;20195,17;15698,13;20439,99;20195,17;15698,13;20439,99
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Solaris;HCR;2017 -;1.4;Бензиновый;2956,00;3811,00;2956,00;4666,00;2956,00;3811,00;5694,00;6194,00;5694,00;8679,00;5694,00;8222,00;8679,00;5694,00;8222,00;8650,00;10005,00;8650,00;13345,00;8650,00;12033,00;13345,00;8650,00;12033,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Solaris;HCR;2017 -;1.6;Бензиновый;2956,00;3811,00;2956,00;4666,00;2956,00;3811,00;5724,00;9144,00;5724,00;11629,00;5724,00;9144,00;11629,00;5724,00;9144,00;8680,00;12955,00;8680,00;16295,00;8680,00;12955,00;16295,00;8680,00;12955,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Solaris;RBR;2011 - 2016;1.4;Бензиновый;2956,00;3811,00;2956,00;4666,00;2956,00;3811,00;5734,00;6234,00;5734,00;8229,00;5734,00;8262,00;6537,00;4945,00;7941,00;8690,00;10045,00;8690,00;12895,00;8690,00;12073,00;11203,00;7901,00;11752,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Solaris;RBR;2011 - 2016;1.6;Бензиновый;2956,00;3811,00;2956,00;4666,00;2956,00;3811,00;5764,00;7968,00;5764,00;9963,00;5764,00;7968,00;7894,00;4898,00;6802,00;8720,00;11779,00;8720,00;14629,00;8720,00;11779,00;12560,00;7854,00;10613,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;i30;Gde;2012 - 2017;1.4;Бензиновый;2956,00;3811,00;2956,00;4495,00;2956,00;3982,00;6972,00;9176,00;6972,00;11072,00;6972,00;9176,00;9133,00;6078,00;7982,00;9928,00;12987,00;9928,00;15567,00;9928,00;13158,00;13628,00;9034,00;11964,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;i30;Gde;2012 - 2017;1.6;Бензиновый;2956,00;3811,00;2956,00;4495,00;2956,00;3982,00;7227,00;9431,00;7227,00;11327,00;7227,00;9431,00;9358,00;6303,00;8207,00;10183,00;13242,00;10183,00;15822,00;10183,00;13413,00;13853,00;9259,00;12189,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;i30;PDe;2017 -;1.4;Бензиновый;2956,00;3811,00;2956,00;4495,00;2956,00;3982,00;6972,00;9176,00;6972,00;11072,00;6972,00;9176,00;9133,00;6078,00;7982,00;9928,00;12987,00;9928,00;15567,00;9928,00;13158,00;13628,00;9034,00;11964,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;i30;PDe;2017 -;1.6;Бензиновый;2956,00;3811,00;2956,00;4495,00;2956,00;3982,00;7227,00;9431,00;7227,00;11327,00;7227,00;9431,00;9358,00;6303,00;8207,00;10183,00;13242,00;10183,00;15822,00;10183,00;13413,00;13853,00;9259,00;12189,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;i30n;PDeN;2018 -;2.0;Бензиновый;2956,00;3811,00;2956,00;4495,00;2956,00;3982,00;7227,00;9431,00;7227,00;11327,00;7227,00;9431,00;9358,00;6303,00;8207,00;10183,00;13242,00;10183,00;15822,00;10183,00;13413,00;13853,00;9259,00;12189,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Elantra;MD;2011 - 2016;1.6;Бензиновый;2956,00;3811,00;2956,00;4495,00;2956,00;3982,00;7002,00;9206,00;7002,00;11387,00;7002,00;9206,00;9133,00;6078,00;7982,00;9958,00;13017,00;9958,00;15882,00;9958,00;13188,00;13628,00;9034,00;11964,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Elantra;MD;2011 - 2016;1.8;Бензиновый;2956,00;3811,00;2956,00;4495,00;2956,00;3982,00;7527,00;11543,00;7527,00;13724,00;7527,00;11543,00;12372,00;6603,00;10191,00;10483,00;15354,00;10483,00;18219,00;10483,00;15525,00;16867,00;9559,00;14173,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Elantra;AD;2016 -;1.6;Бензиновый;2956,00;3811,00;2956,00;4495,00;2956,00;3982,00;6830,00;9034,00;6830,00;12831,00;6830,00;9034,00;12831,00;6830,00;9034,00;9786,00;12845,00;9786,00;17326,00;9786,00;13016,00;17326,00;9786,00;13016,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Elantra;AD;2016 -;2.0;Бензиновый;2956,00;3811,00;2956,00;4495,00;2956,00;3982,00;7130,00;7630,00;7130,00;11427,00;7130,00;10541,00;11427,00;7130,00;10541,00;10086,00;11441,00;10086,00;15922,00;10086,00;14523,00;15922,00;10086,00;14523,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Veloster;FS;2011 - 2016;1.6;Бензиновый;2956,00;3811,00;2956,00;4495,00;2956,00;3982,00;5924,00;8428,00;5924,00;10309,00;5924,00;8128,00;9523,00;5444,00;7348,00;8880,00;12239,00;8880,00;14804,00;8880,00;12110,00;14018,00;8400,00;11330,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Veloster;FS;2011 - 2016;1.6T GDI;Бензиновый;2956,00;3811,00;2956,00;4495,00;2956,00;3982,00;5924,00;10824,00;5924,00;13005,00;5924,00;10824,00;10323,00;5444,00;9986,00;8880,00;14635,00;8880,00;17500,00;8880,00;14806,00;14818,00;8400,00;13968,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Sonata;LF;2017 - 2019;2.0;Бензиновый;3202,00;4127,00;3202,00;4867,00;3202,00;4312,00;7552,00;8052,00;7552,00;11416,00;7552,00;8052,00;11415,00;7551,00;8051,00;10754,00;12179,00;10754,00;16283,00;10754,00;12364,00;16282,00;10753,00;12363,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Sonata;LF;2017 - 2019;2.4 GDi;Бензиновый;3202,00;4127,00;3202,00;4867,00;3202,00;4312,00;7927,00;8427,00;7927,00;11731,00;7927,00;8427,00;11729,00;7926,00;8426,00;11129,00;12554,00;11129,00;16598,00;11129,00;12739,00;16596,00;11128,00;12738,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Sonata;DN8;2020 -;2.0;Бензиновый;3202,00;4127,00;3202,00;4867,00;3202,00;4312,00;8485,00;8985,00;8485,00;11582,00;8485,00;8985,00;11581,00;8484,00;8984,00;11687,00;13112,00;11687,00;16449,00;11687,00;13297,00;16448,00;11686,00;13296,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Sonata;DN8;2020 -;2.5;Бензиновый;3202,00;4127,00;3202,00;4867,00;3202,00;4312,00;9160,00;9660,00;9160,00;12257,00;9160,00;9660,00;12256,00;9159,00;9659,00;12362,00;13787,00;12362,00;17124,00;12362,00;13972,00;17123,00;12361,00;13971,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;i40;VF;2011 - 2017;1.6;Бензиновый;3202,00;4127,00;3202,00;4867,00;3202,00;4312,00;6785,00;8989,00;6785,00;12559,00;6785,00;8989,00;9301,00;5598,00;8498,00;9987,00;13116,00;9987,00;17426,00;9987,00;13301,00;14168,00;8800,00;12810,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;i40;VF;2011 - 2017;2.0;Бензиновый;3202,00;4127,00;3202,00;4867,00;3202,00;4312,00;7310,00;7810,00;7310,00;11380,00;7310,00;14896,00;11286,00;5598,00;9498,00;10512,00;11937,00;10512,00;16247,00;10512,00;19208,00;16153,00;8800,00;13810,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;i40;VF;2011 - 2017;1.7;Дизельный;3202,00;4127,00;3202,00;4127,00;3202,00;4127,00;8356,00;13023,00;8356,00;13023,00;8356,00;13023,00;12175,00;7591,00;12175,00;11558,00;17150,00;11558,00;17150,00;11558,00;17150,00;16302,00;10793,00;16302,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Creta;GSr;2016 -;1.6;Бензиновый;3757,00;4867,00;3757,00;5607,00;3757,00;4867,00;5979,00;9399,00;5979,00;10931,00;5979,00;9339,00;10930,00;5978,00;9338,00;9736,00;14266,00;9736,00;16538,00;9736,00;14206,00;16537,00;9735,00;14205,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Creta;GSr;2016 -;2.0;Бензиновый;3757,00;4867,00;3757,00;5607,00;3757,00;4867,00;6279,00;6779,00;6279,00;8916,00;6279,00;10295,00;8915,00;6278,00;10294,00;10036,00;11646,00;10036,00;14523,00;10036,00;15162,00;14522,00;10035,00;15161,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;ix35;Ele;2010 - 2015;2.0;Бензиновый;3757,00;4867,00;3757,00;5607,00;3757,00;4867,00;6638,00;10654,00;6638,00;13093,00;6638,00;10654,00;10347,00;5667,00;7225,00;10395,00;15521,00;10395,00;18700,00;10395,00;15521,00;15954,00;9424,00;12092,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;ix35;Ele;2010 - 2015;2.0;Дизельный;3757,00;4867,00;3757,00;5052,00;3757,00;5052,00;10408,00;13386,00;10408,00;13386,00;10408,00;10908,00;12307,00;9329,00;9829,00;14165,00;18253,00;14165,00;18438,00;14165,00;15960,00;17359,00;13086,00;14881,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Tucson;TLe;2015 -;2.0;Бензиновый;3807,00;4917,00;3807,00;5657,00;3807,00;4917,00;6894,00;9098,00;6894,00;11767,00;6894,00;9098,00;9549,00;6109,00;8145,00;10701,00;14015,00;10701,00;17424,00;10701,00;14015,00;15206,00;9916,00;13062,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Tucson;TLe;2015 -;1.6T GDI;Бензиновый;3807,00;4917,00;3807,00;5657,00;3807,00;4917,00;7569,00;9773,00;7569,00;12442,00;7569,00;9773,00;9578,00;6409,00;9772,00;11376,00;14690,00;11376,00;18099,00;11376,00;14690,00;15235,00;10216,00;14689,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Tucson;TLe;2015 -;2.0;Дизельный;3807,00;4917,00;3807,00;4917,00;3807,00;4917,00;10739,00;15936,00;10739,00;15936,00;10739,00;15936,00;10224,00;6784,00;8688,00;14546,00;20853,00;14546,00;20853,00;14546,00;20853,00;15141,00;10591,00;13605,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Tucson;TLe;2015 -;2.4;Бензиновый;3807,00;4917,00;3807,00;5657,00;3807,00;4917,00;7194,00;7694,00;7194,00;10363,00;7194,00;11210,00;10362,00;7193,00;11209,00;11001,00;12611,00;11001,00;16020,00;11001,00;16127,00;16019,00;11000,00;16126,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Santa Fe;CM;2006 - 2012;2.4;Бензиновый;3960,00;5124,00;3960,00;5900,00;3960,00;5124,00;7669,00;8169,00;7669,00;10164,00;7669,00;11685,00;8451,00;6859,00;11539,00;11629,00;13293,00;11629,00;16064,00;11629,00;16809,00;14351,00;10819,00;16663,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Santa Fe;CM;2006 - 2012;2.2;Дизельный;3960,00;5124,00;3960,00;5124,00;3960,00;5124,00;9639,00;14306,00;9639,00;14306,00;9639,00;10139,00;13233,00;8566,00;9066,00;13599,00;19430,00;13599,00;19430,00;13599,00;15263,00;18357,00;12526,00;14190,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Santa Fe;DM;2012 - 2018;2.4;Бензиновый;3960,00;5124,00;3960,00;5900,00;3960,00;5124,00;7669,00;8169,00;7669,00;10164,00;7669,00;11685,00;8451,00;6859,00;11539,00;11629,00;13293,00;11629,00;16064,00;11629,00;16809,00;14351,00;10819,00;16663,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Santa Fe;DM;2012 - 2018;2.2;Дизельный;3960,00;5124,00;3960,00;5900,00;3960,00;5124,00;9789,00;14456,00;9789,00;14456,00;9789,00;10289,00;13233,00;8566,00;9066,00;13749,00;19580,00;13749,00;20356,00;13749,00;15413,00;19133,00;12526,00;14190,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Santa Fe;TM;2019 -;3.5;Бензиновый;3960,00;5124,00;3960,00;5900,00;3960,00;5124,00;7869,00;8369,00;7869,00;10364,00;7869,00;11985,00;8451,00;6859,00;11539,00;11829,00;13493,00;11829,00;16264,00;11829,00;17109,00;14351,00;10819,00;16663,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Santa Fe;TM;2019 -;2.2;Дизельный;3960,00;5124,00;3960,00;5124,00;3960,00;5124,00;9789,00;14456,00;9789,00;14456,00;9789,00;10289,00;13233,00;8566,00;9066,00;13749,00;19580,00;13749,00;19580,00;13749,00;15413,00;18357,00;12526,00;14190,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Santa Fe;TM;2019 -;2.4;Бензиновый;3960,00;5124,00;3960,00;5900,00;3960,00;5124,00;7869,00;8369,00;7869,00;10364,00;7869,00;11985,00;8451,00;6859,00;11539,00;11829,00;13493,00;11829,00;16264,00;11829,00;17109,00;14351,00;10819,00;16663,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Grand Santa Fe;NC;2012 - 2018;3.3;Бензиновый;3960,00;5124,00;3960,00;5900,00;3960,00;5124,00;9185,00;9685,00;9185,00;14408,00;9185,00;9685,00;9407,00;7815,00;8315,00;13145,00;14809,00;13145,00;20308,00;13145,00;14809,00;15307,00;11775,00;13439,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Grand Santa Fe;NC;2012 - 2018;2.4 GDI;Бензиновый;3960,00;5124,00;3960,00;5900,00;3960,00;5124,00;9185,00;9685,00;9185,00;14408,00;9185,00;9685,00;9407,00;7815,00;8315,00;13145,00;14809,00;13145,00;20308,00;13145,00;14809,00;15307,00;11775,00;13439,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;Grand Santa Fe;NC;2012 - 2018;2.2;Дизельный;3960,00;5124,00;3960,00;5124,00;3960,00;5124,00;10272,00;14939,00;10272,00;14939,00;10272,00;10727,00;13615,00;8948,00;9448,00;14232,00;20063,00;14232,00;20063,00;14232,00;15851,00;18739,00;12908,00;14572,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;H1;TQ;2007 -;2.4;Бензиновый;4010,00;5174,00;4010,00;5950,00;4010,00;5174,00;7894,00;12138,00;7894,00;14034,00;7894,00;12138,00;13195,00;7075,00;11297,00;11904,00;17312,00;11904,00;19984,00;11904,00;17312,00;19145,00;11085,00;16471,00
RC476;01118;;;C40AF01118;;ДАВ-АВТО-ВОСТОК;;H1;TQ;2007 -;2.5;Дизельный;4010,00;5174,00;4010,00;5174,00;4010,00;5174,00;11128,00;14503,00;11128,00;14503,00;11128,00;11781,00;13866,00;10655,00;11144,00;15138,00;19677,00;15138,00;19677,00;15138,00;16955,00;19040,00;14665,00;16318,00
RC533;01156;;;C40AF01156;;Техно Авто;;Solaris;HCR;2017 -;1.4;Бензиновый;3906,00;5301,00;3906,00;6696,00;3906,00;5301,00;5384,00;8969,00;5384,00;10546,00;5384,00;8969,00;10319,00;5156,00;8740,00;9290,00;14270,00;9290,00;17242,00;9290,00;14270,00;17015,00;9062,00;14041,00
RC533;01156;;;C40AF01156;;Техно Авто;;Solaris;HCR;2017 -;1.6;Бензиновый;3906,00;5301,00;3906,00;6696,00;3906,00;5301,00;5384,00;8969,00;5384,00;10546,00;5384,00;8969,00;10319,00;5156,00;8740,00;9290,00;14270,00;9290,00;17242,00;9290,00;14270,00;17015,00;9062,00;14041,00
RC533;01156;;;C40AF01156;;Техно Авто;;Solaris;RBR;2011 - 2016;1.4;Бензиновый;3906,00;5301,00;3906,00;6696,00;3906,00;5301,00;5384,00;8969,00;5384,00;10546,00;5384,00;8969,00;9859,00;4577,00;8162,00;9290,00;14270,00;9290,00;17242,00;9290,00;14270,00;16555,00;8483,00;13463,00
RC533;01156;;;C40AF01156;;Техно Авто;;Solaris;RBR;2011 - 2016;1.6;Бензиновый;3906,00;5301,00;3906,00;6696,00;3906,00;5301,00;5384,00;8969,00;5384,00;10546,00;5384,00;8969,00;9859,00;4577,00;8162,00;9290,00;14270,00;9290,00;17242,00;9290,00;14270,00;16555,00;8483,00;13463,00
RC533;01156;;;C40AF01156;;Техно Авто;;i30;Gde;2012 - 2017;1.4;Бензиновый;3906,00;5301,00;3906,00;6417,00;3906,00;5301,00;6708,00;9502,00;6708,00;10829,00;6708,00;9502,00;9075,00;5582,00;8056,00;10614,00;14803,00;10614,00;17246,00;10614,00;14803,00;15492,00;9488,00;13357,00
RC533;01156;;;C40AF01156;;Техно Авто;;i30;Gde;2012 - 2017;1.6;Бензиновый;3906,00;5301,00;3906,00;6417,00;3906,00;5301,00;6708,00;9502,00;6708,00;10829,00;6708,00;9502,00;9075,00;5582,00;8056,00;10614,00;14803,00;10614,00;17246,00;10614,00;14803,00;15492,00;9488,00;13357,00
RC533;01156;;;C40AF01156;;Техно Авто;;i30;PDe;2017 -;1.4;Бензиновый;3906,00;5301,00;3906,00;6417,00;3906,00;5301,00;6708,00;9502,00;6708,00;10829,00;6708,00;9502,00;;;;10614,00;14803,00;10614,00;17246,00;10614,00;14803,00;6417,00;3906,00;5301,00
RC533;01156;;;C40AF01156;;Техно Авто;;i30;PDe;2017 -;1.6;Бензиновый;3906,00;5301,00;3906,00;6417,00;3906,00;5301,00;6708,00;9502,00;6708,00;10829,00;6708,00;9502,00;;;;10614,00;14803,00;10614,00;17246,00;10614,00;14803,00;6417,00;3906,00;5301,00
RC533;01156;;;C40AF01156;;Техно Авто;;i30n;PDeN;2018 -;2.0;Бензиновый;3906,00;5301,00;3906,00;6417,00;3906,00;5301,00;6708,00;9502,00;6708,00;10829,00;6708,00;9502,00;;;;10614,00;14803,00;10614,00;17246,00;10614,00;14803,00;6417,00;3906,00;5301,00
RC533;01156;;;C40AF01156;;Техно Авто;;Elantra;MD;2011 - 2016;1.6;Бензиновый;3906,00;5301,00;3906,00;6417,00;3906,00;5301,00;6708,00;9502,00;6708,00;11351,00;6708,00;9502,00;11071,00;5919,00;8393,00;10614,00;14803,00;10614,00;17768,00;10614,00;14803,00;17488,00;9825,00;13694,00
RC533;01156;;;C40AF01156;;Техно Авто;;Elantra;MD;2011 - 2016;1.8;Бензиновый;3906,00;5301,00;3906,00;6417,00;3906,00;5301,00;7045,00;9840,00;7045,00;13449,00;7045,00;9840,00;11071,00;5919,00;8393,00;10951,00;15141,00;10951,00;19866,00;10951,00;15141,00;17488,00;9825,00;13694,00
RC533;01156;;;C40AF01156;;Техно Авто;;Elantra;AD;2016 -;1.6;Бензиновый;3906,00;5301,00;3906,00;6417,00;3906,00;5301,00;6325,00;9048,00;6325,00;12407,00;6325,00;9048,00;12180,00;3734,00;6457,00;10231,00;14349,00;10231,00;18824,00;10231,00;14349,00;18597,00;7640,00;11758,00
RC533;01156;;;C40AF01156;;Техно Авто;;Elantra;AD;2016 -;2.0;Бензиновый;3906,00;5301,00;3906,00;6417,00;3906,00;5301,00;6663,00;7664,00;6663,00;11024,00;6663,00;7664,00;10796,00;6434,00;7436,00;10569,00;12965,00;10569,00;17441,00;10569,00;12965,00;17213,00;10340,00;12737,00
RC533;01156;;;C40AF01156;;Техно Авто;;Veloster;FS;2011 - 2016;1.6;Бензиновый;3906,00;5301,00;3906,00;6417,00;3906,00;5301,00;5755,00;8548,00;5755,00;10397,00;5755,00;8548,00;8717,00;4822,00;7297,00;9661,00;13849,00;9661,00;16814,00;9661,00;13849,00;15134,00;8728,00;12598,00
RC533;01156;;;C40AF01156;;Техно Авто;;Veloster;FS;2011 - 2016;1.6T GDI;Бензиновый;5202,00;7038,00;5202,00;8262,00;5202,00;7038,00;7088,00;8090,00;7088,00;10248,00;7088,00;8090,00;;;;12290,00;15128,00;12290,00;18510,00;12290,00;15128,00;8262,00;5202,00;7038,00
RC533;01156;;;C40AF01156;;Техно Авто;;Sonata;LF;2017 - 2019;2.0;Бензиновый;3906,00;5301,00;3906,00;6417,00;3906,00;5301,00;7002,00;7002,00;7002,00;10362,00;7002,00;7002,00;10133,00;6773,00;6773,00;10908,00;12303,00;10908,00;16779,00;10908,00;12303,00;16550,00;10679,00;12074,00
RC533;01156;;;C40AF01156;;Техно Авто;;Sonata;LF;2017 - 2019;2.4 GDi;Бензиновый;3906,00;5301,00;3906,00;6417,00;3906,00;5301,00;7542,00;7542,00;7542,00;10518,00;7542,00;7542,00;10291,00;7313,00;7313,00;11448,00;12843,00;11448,00;16935,00;11448,00;12843,00;16708,00;11219,00;12614,00
RC533;01156;;;C40AF01156;;Техно Авто;;Sonata;DN8;2020 -;2.0;Бензиновый;3906,00;5301,00;3906,00;6417,00;3906,00;5301,00;7002,00;7002,00;7002,00;10362,00;7002,00;7002,00;;;;10908,00;12303,00;10908,00;16779,00;10908,00;12303,00;6417,00;3906,00;5301,00
RC533;01156;;;C40AF01156;;Техно Авто;;Sonata;DN8;2020 -;2.5;Бензиновый;3906,00;5301,00;3906,00;6417,00;3906,00;5301,00;7002,00;7002,00;7002,00;10362,00;7002,00;7002,00;;;;10908,00;12303,00;10908,00;16779,00;10908,00;12303,00;6417,00;3906,00;5301,00
RC533;01156;;;C40AF01156;;Техно Авто;;i40;VF;2011 - 2017;1.6;Бензиновый;3906,00;5301,00;3906,00;6417,00;3906,00;5301,00;6708,00;9502,00;6708,00;10829,00;6708,00;9502,00;;;;10614,00;14803,00;10614,00;17246,00;10614,00;14803,00;6417,00;3906,00;5301,00
RC533;01156;;;C40AF01156;;Техно Авто;;i40;VF;2011 - 2017;2.0;Бензиновый;3906,00;5301,00;3906,00;6417,00;3906,00;5301,00;6854,00;7855,00;6854,00;10229,00;6854,00;7855,00;8770,00;5822,00;6823,00;10760,00;13156,00;10760,00;16646,00;10760,00;13156,00;15187,00;9728,00;12124,00
RC533;01156;;;C40AF01156;;Техно Авто;;i40;VF;2011 - 2017;1.7;Дизельный;3906,00;5301,00;3906,00;5301,00;3906,00;5301,00;7903,00;11230,00;7903,00;11230,00;7903,00;11230,00;10427,00;7099,00;10427,00;11809,00;16531,00;11809,00;16531,00;11809,00;16531,00;15728,00;11005,00;15728,00
RC533;01156;;;C40AF01156;;Техно Авто;;Creta;GSr;2016 -;1.6;Бензиновый;4743,00;6417,00;4743,00;9765,00;4743,00;6417,00;5603,00;9188,00;5603,00;11903,00;5603,00;9188,00;11675,00;5375,00;8960,00;10346,00;15605,00;10346,00;21668,00;10346,00;15605,00;21440,00;10118,00;15377,00
RC533;01156;;;C40AF01156;;Техно Авто;;Creta;GSr;2016 -;2.0;Бензиновый;4743,00;6417,00;4743,00;7533,00;4743,00;6417,00;5941,00;6943,00;5941,00;9658,00;5941,00;6943,00;9429,00;5712,00;6714,00;10684,00;13360,00;10684,00;17191,00;10684,00;13360,00;16962,00;10455,00;13131,00
RC533;01156;;;C40AF01156;;Техно Авто;;ix35;Ele;2010 - 2015;2.0;Бензиновый;5202,00;7038,00;5202,00;8262,00;5202,00;7038,00;8178,00;11192,00;8178,00;14688,00;8178,00;11192,00;8917,00;5605,00;6269,00;13380,00;18230,00;13380,00;22950,00;13380,00;18230,00;17179,00;10807,00;13307,00
RC533;01156;;;C40AF01156;;Техно Авто;;ix35;Ele;2010 - 2015;2.0;Дизельный;5202,00;7038,00;5202,00;7038,00;5202,00;7038,00;9933,00;13127,00;9933,00;13127,00;9933,00;13127,00;12430,00;9237,00;12430,00;15135,00;20165,00;15135,00;20165,00;15135,00;20165,00;19468,00;14439,00;19468,00
RC533;01156;;;C40AF01156;;Техно Авто;;Tucson;TLe;2015 -;2.0;Бензиновый;5202,00;7038,00;5202,00;8262,00;5202,00;7038,00;6751,00;7753,00;6751,00;10696,00;6751,00;7753,00;10467,00;6523,00;7524,00;11953,00;14791,00;11953,00;18958,00;11953,00;14791,00;18729,00;11725,00;14562,00
